time,type_id,PCI,UL_DL,Freq,DL frequency,UL frequency,Cell Identity,TAC,Band ID,MCC,MNC,lte-measurementReport,nr-measurementReport,measId,MeasResultEUTRA,physCellId,MeasResultServFreqNR-r15,pci-r15,MeasResultNR,physCellId,measResultServingCell,physCellId,MeasResultCellNR-r15,pci-r15,lte-MeasObjectToAddMod,nr-MeasObjectToAddMod,measObjectId,measObject,carrierFreq,carrierFreq-r15,ssbFrequency,lte-ReportConfigToAddMod,lte-reportConfigId,triggerType,lte-eventId,lte-parameter,nr-ReportConfigToAddMod,nr-reportConfigId,reportType,nr-eventId,nr-parameter,lte-measIdToRemoveList,lte-MeasIdToAddMod,nr-MeasIdToAddMod,rrcConnectionReconfiguration,rrcConnectionReconfigurationComplete,RRCReconfiguration,RRCReconfigurationComplete,rrcConnectionReestablishmentRequest,physCellId,reestablishmentCause,rrcConnectionReestablishment,rrcConnectionReestablishmentComplete,rrcConnectionReestablishmentReject,rrcConnectionRequest,rrcConnectionSetup,rrcConnectionSetupComplete,securityModeCommand,securityModeComplete,rrcConnectionRelease,systemInformationBlockType1,nr-Config-r15: release (0),nr-Config-r15: setup (1),dualConnectivityPHR: release (0),dualConnectivityPHR: setup (1),scgFailureInformationNR-r15,failureType-r15,lte_targetPhysCellId,dl-CarrierFreq,lte-rrc.t304,nr_physCellId,nr-rrc.t304,sCellToReleaseList-r10,SCellIndex-r10,SCellToAddMod-r10,SCellIndex-r10,physCellId-r10,dl-CarrierFreq-r10
2023-04-25 18:17:23.943364,LTE_RRC_OTA_Packet,155,-,1750,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-25 18:17:26.816844,LTE_RRC_OTA_Packet,155,DL,1750,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-25 18:17:26.901335,LTE_RRC_Serv_Cell_Info,155,,,1750,19750,54652951,11200,3,466,92
2023-04-25 18:17:30.475144,LTE_RRC_OTA_Packet,155,-,1750,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-25 18:17:30.542890,LTE_RRC_OTA_Packet,155,-,1750,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-25 18:17:30.546673,LTE_RRC_OTA_Packet,155,UL,1750,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-25 18:17:30.576735,LTE_RRC_OTA_Packet,155,DL,1750,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-25 18:17:30.577065,LTE_RRC_OTA_Packet,155,UL,1750,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-25 18:17:30.584048,LTE_RRC_OTA_Packet,155,DL,1750,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1@2@3@4@5,measObjectEUTRA (0)@measObjectNR-r15 (5)@measObjectEUTRA (0)@measObjectEUTRA (0)@measObjectEUTRA (0),1750@3050@525@3400,631000,0,1,1@2@3@4@5,event (0)@event (0)@event (0)@event (0)@event (0),eventA3 (2)@eventA2 (1)@eventB1-NR-r15 (5)@eventA2 (1)@eventA1 (0),{'off': '2dB'& 'hys': '1dB'& 'ttt': 'ms160'}@{'thr': '-114dBm'& 'hys': '2dB'& 'ttt': 'ms1280'}@{'thr': '[-111dBm& -110dBm)'& 'hys': '0dB'& 'ttt': 'ms100'}@{'thr': '-140dBm'& 'hys': '1dB'& 'ttt': 'ms5120'}@{'thr': '-140dBm'& 'hys': '1dB'& 'ttt': 'ms40'},0,0,0,0,0,0,(1&1&1)@(2&1&2)@(3&2&3)@(4&3&4)@(5&3&5)@(6&4&4)@(7&4&5)@(8&5&4)@(9&5&5),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1@2@3,155@155@155,3050@525@3400
2023-04-25 18:17:30.600511,LTE_RRC_OTA_Packet,155,UL,1750,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-25 18:17:30.719662,LTE_RRC_OTA_Packet,155,UL,1750,,,,,,,,1,0,3,0,0,0,0,0,0,0,0,1,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-25 18:17:30.777632,LTE_RRC_OTA_Packet,155,UL,1750,,,,,,,,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-25 18:17:30.777695,LTE_RRC_OTA_Packet,155,UL,1750,,,,,,,,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-25 18:17:30.777754,LTE_RRC_OTA_Packet,155,UL,1750,,,,,,,,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
